wind_direction,U_inf,yaw_1,yaw_2,power_1,power_2,power_total
270,12.0,-5,0.0,5000.0,2431.92,7431.92
270,12.0,0,0.0,5000.0,2398.24,7398.24
270,12.0,5,0.0,5000.0,2438.89,7438.89
270,12.0,10,0.0,5000.0,2553.15,7553.15
270,12.0,15,0.0,5000.0,2748.59,7748.59
270,12.0,20,0.0,5000.0,2981.13,7981.13
270,12.0,25,0.0,4862.41,3229.18,8091.59
270,12.0,30,0.0,4478.61,3480.9,7959.5
300,6.0,-30,0.0,558.99,731.0,1290.0
300,6.0,-25,0.0,611.7,731.0,1342.7
300,6.0,-20,0.0,654.71,731.0,1385.72
300,6.0,-15,0.0,688.12,731.0,1419.12
300,6.0,-10,0.0,711.95,731.0,1442.95
300,6.0,-5,0.0,726.24,731.0,1457.24
300,6.0,0,0.0,731.0,731.0,1462.01
300,6.0,5,0.0,726.24,731.0,1457.24
300,6.0,10,0.0,711.95,731.0,1442.95
300,6.0,15,0.0,688.12,731.0,1419.12
300,6.0,20,0.0,654.71,731.0,1385.72
300,6.0,25,0.0,611.7,731.0,1342.7
300,6.0,30,0.0,558.99,731.0,1290.0
300,8.0,-30,0.0,1339.86,1753.95,3093.81
300,8.0,-25,0.0,1458.96,1753.95,3212.91
300,8.0,-20,0.0,1561.32,1753.95,3315.27
300,8.0,-15,0.0,1643.59,1753.95,3397.54
300,8.0,-10,0.0,1704.2,1753.95,3458.16
300,8.0,-5,0.0,1741.51,1753.95,3495.46
300,8.0,0,0.0,1753.95,1753.95,3507.91
300,8.0,5,0.0,1741.51,1753.95,3495.46
300,8.0,10,0.0,1704.2,1753.95,3458.16
300,8.0,15,0.0,1643.59,1753.95,3397.54
300,8.0,20,0.0,1561.32,1753.95,3315.27
300,8.0,25,0.0,1458.96,1753.95,3212.91
300,8.0,30,0.0,1339.86,1753.95,3093.81
300,10.0,-30,0.0,2618.95,3417.8,6036.75
300,10.0,-25,0.0,2863.71,3417.8,6281.5
300,10.0,-20,0.0,3063.49,3417.8,6481.29
300,10.0,-15,0.0,3218.62,3417.8,6636.42
300,10.0,-10,0.0,3329.31,3417.8,6747.11
300,10.0,-5,0.0,3395.68,3417.8,6813.48
300,10.0,0,0.0,3417.8,3417.8,6835.59
300,10.0,5,0.0,3395.68,3417.8,6813.48
300,10.0,10,0.0,3329.31,3417.8,6747.11
300,10.0,15,0.0,3218.62,3417.8,6636.42
300,10.0,20,0.0,3063.49,3417.8,6481.29
300,10.0,25,0.0,2863.71,3417.8,6281.5
300,10.0,30,0.0,2618.95,3417.8,6036.75
300,12.0,-30,0.0,4478.61,5000.0,9478.61
300,12.0,-25,0.0,4862.41,5000.0,9862.41
300,12.0,-20,0.0,5000.0,5000.0,10000.0
300,12.0,-15,0.0,5000.0,5000.0,10000.0
300,12.0,-10,0.0,5000.0,5000.0,10000.0
300,12.0,-5,0.0,5000.0,5000.0,10000.0
300,12.0,0,0.0,5000.0,5000.0,10000.0
300,12.0,5,0.0,5000.0,5000.0,10000.0
300,12.0,10,0.0,5000.0,5000.0,10000.0
300,12.0,15,0.0,5000.0,5000.0,10000.0
300,12.0,20,0.0,5000.0,5000.0,10000.0
300,12.0,25,0.0,4862.41,5000.0,9862.41
300,12.0,30,0.0,4478.61,5000.0,9478.61
330,6.0,-30,0.0,558.99,731.0,1290.0
330,6.0,-25,0.0,611.7,731.0,1342.7
330,6.0,-20,0.0,654.71,731.0,1385.72
330,6.0,-15,0.0,688.12,731.0,1419.12
330,6.0,-10,0.0,711.95,731.0,1442.95
330,6.0,-5,0.0,726.24,731.0,1457.24
330,6.0,0,0.0,731.0,731.0,1462.01
330,6.0,5,0.0,726.24,731.0,1457.24
330,6.0,10,0.0,711.95,731.0,1442.95
330,6.0,15,0.0,688.12,731.0,1419.12
330,6.0,20,0.0,654.71,731.0,1385.72
330,6.0,25,0.0,611.7,731.0,1342.7
330,6.0,30,0.0,558.99,731.0,1290.0
330,8.0,-30,0.0,1339.86,1753.95,3093.81
330,8.0,-25,0.0,1458.96,1753.95,3212.91
330,8.0,-20,0.0,1561.32,1753.95,3315.27
330,8.0,-15,0.0,1643.59,1753.95,3397.54
330,8.0,-10,0.0,1704.2,1753.95,3458.16
330,8.0,-5,0.0,1741.51,1753.95,3495.46
330,8.0,0,0.0,1753.95,1753.95,3507.91
330,8.0,5,0.0,1741.51,1753.95,3495.46
330,8.0,10,0.0,1704.2,1753.95,3458.16
330,8.0,15,0.0,1643.59,1753.95,3397.54
330,8.0,20,0.0,1561.32,1753.95,3315.27
330,8.0,25,0.0,1458.96,1753.95,3212.91
330,8.0,30,0.0,1339.86,1753.95,3093.81
330,10.0,-30,0.0,2618.95,3417.8,6036.75
330,10.0,-25,0.0,2863.71,3417.8,6281.5
330,10.0,-20,0.0,3063.49,3417.8,6481.29
330,10.0,-15,0.0,3218.62,3417.8,6636.42
330,10.0,-10,0.0,3329.31,3417.8,6747.11
330,10.0,-5,0.0,3395.68,3417.8,6813.48
330,10.0,0,0.0,3417.8,3417.8,6835.59
330,10.0,5,0.0,3395.68,3417.8,6813.48
330,10.0,10,0.0,3329.31,3417.8,6747.11
330,10.0,15,0.0,3218.62,3417.8,6636.42
330,10.0,20,0.0,3063.49,3417.8,6481.29
330,10.0,25,0.0,2863.71,3417.8,6281.5
330,10.0,30,0.0,2618.95,3417.8,6036.75
330,12.0,-30,0.0,4478.61,5000.0,9478.61
330,12.0,-25,0.0,4862.41,5000.0,9862.41
330,12.0,-20,0.0,5000.0,5000.0,10000.0
330,12.0,-15,0.0,5000.0,5000.0,10000.0
330,12.0,-10,0.0,5000.0,5000.0,10000.0
330,12.0,-5,0.0,5000.0,5000.0,10000.0
330,12.0,0,0.0,5000.0,5000.0,10000.0
330,12.0,5,0.0,5000.0,5000.0,10000.0
330,12.0,10,0.0,5000.0,5000.0,10000.0
330,12.0,15,0.0,5000.0,5000.0,10000.0
330,12.0,20,0.0,5000.0,5000.0,10000.0
330,12.0,25,0.0,4862.41,5000.0,9862.41
330,12.0,30,0.0,4478.61,5000.0,9478.61
